Latitude,Longitude
[25.7088174],[-80.40080602]
[25.8251644],[-80.33717591]
[25.65087177],[-80.41509692]
[25.51519036],[-80.49958575]
[25.53282593],[-80.44016049]
[25.82226577],[-80.37055212]
[25.6312415],[-80.38696078]
[25.72062139],[-80.36275307]
[25.96536141],[-80.2552971]
[25.96539],[-80.32763838]
[25.67494616],[-80.38226524]
[25.93503749],[-80.2508624]
[25.84341328],[-80.27279856]
[25.82231925],[-80.29816145]
[25.77740148],[-80.29463234]
[25.85471728],[-80.33484559]
[25.50979068],[-80.4060733]
[25.70934438],[-80.46676744]
[25.76251289],[-80.29946452]
[25.5657165],[-80.44819741]
[25.80770717],[-80.37488277]
[25.5124706],[-80.38492844]
[25.52262161],[-80.3661702]
[25.8574262],[-80.38900506]
[25.98376802],[-80.30960922]
[25.4709307],[-80.40653047]
[25.64457799],[-80.41757287]
[25.72530236],[-80.37174483]
[25.94519236],[-80.25182718]
[25.80749958],[-80.25463601]
[25.44415877],[-80.53941301]
[26.07975849],[-80.26770638]
[25.78785054],[-80.35012876]
[25.64373989],[-80.45411166]
[25.81968229],[-80.24709646]
[25.61059221],[-80.49440856]
[25.75960562],[-80.38644122]
[25.80763602],[-80.2831274]
[25.46776023],[-80.432288]
[25.81582302],[-80.25289831]
[25.62912373],[-80.45292196]
[25.54085647],[-80.45576302]
[25.46701073],[-80.52910218]
[25.78412571],[-80.2629059]
[25.68383682],[-80.3232053]
[25.73371847],[-80.36820942]
[25.82901893],[-80.25423016]
[25.73464522],[-80.30592287]
[25.68798105],[-80.46054141]
[25.85399354],[-80.34745548]
[25.96134047],[-80.30104747]
[25.80719382],[-80.35589561]
[25.86289224],[-80.30373935]
[25.88481686],[-80.31593082]
[25.56602705],[-80.45317626]
[25.98489736],[-80.3455897]
[25.63121442],[-80.41321088]
[26.00546176],[-80.34350041]
[25.75934131],[-80.38111404]
[25.97482196],[-80.26621994]
[25.55947615],[-80.4190623]
[25.79631379],[-80.30240008]
[25.61566323],[-80.48700379]
[26.07915188],[-80.35350154]
[25.76510569],[-80.32421654]
[25.78079562],[-80.32718401]
[25.95132198],[-80.18660242]
[25.58782543],[-80.41911695]
[25.65201484],[-80.31491128]
[25.52077798],[-80.39923213]
[25.89235957],[-80.24851743]
[26.02310994],[-80.13036683]
[25.84500798],[-80.21424401]
[25.62375291],[-80.42348124]
[25.64712644],[-80.43742183]
[25.72617536],[-80.33099779]
[25.72166373],[-80.41196819]
[25.72523742],[-80.37442699]
[25.68719814],[-80.43934255]
[25.96898825],[-80.25496237]
[25.74473697],[-80.37480515]
[25.46618407],[-80.41132173]
[25.96402505],[-80.33155482]
[26.01954329],[-80.13080373]
[26.02645187],[-80.38974458]
[25.73961873],[-80.44151012]
[25.79304007],[-80.36632208]
[25.79098916],[-80.3480833]
[25.47707464],[-80.50757907]
[25.48481372],[-80.43652806]
[25.99857827],[-80.23222538]
[25.59152012],[-80.39968342]
[25.801855],[-80.38094028]
[25.93367444],[-80.29745056]
[25.87728993],[-80.27090953]
[26.00063216],[-80.26825627]
[25.57529889],[-80.42874572]
[26.01853286],[-80.30762746]
[25.80886416],[-80.3272438]
[25.59619386],[-80.3432952]
[25.82988141],[-80.21907146]
[25.94965621],[-80.32329366]
[25.56582],[-80.48905125]
[25.77798156],[-80.35365061]
[25.89627167],[-80.32043534]
[25.86885487],[-80.29831087]
[25.7759483],[-80.43065839]
[25.75643528],[-80.42706707]
[25.92377488],[-80.255178]
[25.70253465],[-80.40816793]
[25.74326532],[-80.42201863]
[25.86192882],[-80.31915576]
[25.69986317],[-80.28412801]
[26.08673517],[-80.3683496]
[25.82170802],[-80.29898709]
[26.17687253],[-80.17424996]
[25.7809784],[-80.2072675]
[26.00401178],[-80.17042574]
[25.91321867],[-80.30621277]
[25.63885488],[-80.37904035]
[25.7831626],[-80.40027709]
[26.07508369],[-80.29111059]
[25.58286115],[-80.50095003]
[25.85303096],[-80.36030102]
[25.85586524],[-80.26029101]
[25.5475101],[-80.43703783]
[25.8951636],[-80.31545156]
[25.74443086],[-80.36617308]
[25.88809485],[-80.33994563]
[26.03563935],[-80.35365712]
[26.1103835],[-80.39519497]
[25.68836004],[-80.47364114]
[25.42692457],[-80.52220639]
[25.69865405],[-80.46894156]
[26.04068862],[-80.23893215]
[25.72869934],[-80.39022711]
[25.84075095],[-80.31223796]
[25.94142446],[-80.24509677]
[25.62109406],[-80.35881631]
[25.86976666],[-80.37646895]
[25.5559542],[-80.34337844]
[26.04853307],[-80.34238051]
[25.49320292],[-80.45653181]
[25.78022865],[-80.38212654]
[25.90139529],[-80.31277604]
[25.51595878],[-80.45116973]
[25.66187852],[-80.44674394]
[25.49551966],[-80.4263095]
[25.98995537],[-80.2867074]
[25.78231487],[-80.37051777]
[25.89294746],[-80.29201486]
[25.65069236],[-80.3703464]
[25.59199019],[-80.47464826]
[25.97666225],[-80.35011391]
[25.80529356],[-80.30835307]
[25.79501609],[-80.30476195]
[25.60538976],[-80.35028966]
[25.78215017],[-80.34843118]
[25.50159075],[-80.48945167]
[25.46141299],[-80.482883]
[25.73090608],[-80.38698252]
[25.71735221],[-80.29163041]
[26.04045171],[-80.26179309]
[25.72452236],[-80.29240715]
[25.64215489],[-80.37302404]
[25.76732377],[-80.37340134]
[26.04089228],[-80.34261996]
[25.72691714],[-80.25129686]
[25.55886807],[-80.47906497]
[25.79281781],[-80.32274449]
[25.94676398],[-80.33805772]
[25.62048823],[-80.32944827]
[25.82926728],[-80.23727433]
[25.79155576],[-80.2916686]
[25.96880463],[-80.32275718]
[26.10025473],[-80.37332843]
[25.82754467],[-80.33315345]
[25.65422455],[-80.44140619]
[25.65801699],[-80.44651629]
[25.53090837],[-80.52004162]
[25.84882003],[-80.26279859]
[25.88164598],[-80.29139311]
[25.77597205],[-80.28773195]
[25.72307068],[-80.26107077]
[25.95693387],[-80.23406845]
[25.75617687],[-80.26677984]
[25.81273327],[-80.33346934]
[25.46565913],[-80.52657905]
[25.92959475],[-80.32769479]
[26.1864807],[-80.2059497]
[25.84600697],[-80.28278474]
[25.57319173],[-80.35469938]
[25.75543683],[-80.2237894]
[25.93075111],[-80.26852376]
[25.9821798],[-80.34766927]
[25.66665782],[-80.29779063]
[25.97891743],[-80.27771651]
[25.47023411],[-80.50019897]
[25.75687613],[-80.41004004]
[25.63878561],[-80.34243658]
[25.68146699],[-80.37961957]
[25.82478308],[-80.35698923]
[25.63547725],[-80.30691198]
[25.77116106],[-80.30264767]
[25.91871046],[-80.29431243]
[25.55097207],[-80.40423882]
[26.27790601],[-80.27244271]
[25.57500478],[-80.46127038]
[25.74601627],[-80.27395409]
[25.63725156],[-80.37981509]
[25.81264916],[-80.26558734]
[25.87407352],[-80.39443759]
[25.74534382],[-80.25740073]
[25.62832723],[-80.43056602]
[25.57816081],[-80.50108698]
[25.74895351],[-80.33130508]
[25.65697623],[-80.40204987]
[25.82423803],[-80.26757195]
[25.51824216],[-80.40603986]
[25.75998734],[-80.22115506]
[25.59042045],[-80.49148105]
[25.69821874],[-80.41820078]
[25.49648424],[-80.38920182]
[25.77951528],[-80.39035775]
[25.80699506],[-80.35550521]
[25.76893853],[-80.29221986]
[25.79340887],[-80.25416609]
[25.79929713],[-80.35110022]
[25.99168748],[-80.38165755]
[25.92727575],[-80.26718903]
[25.65803546],[-80.42770003]
[25.91372516],[-80.33270498]
[25.82052707],[-80.25978798]
[25.74835154],[-80.25160527]
[25.61764274],[-80.34043941]
[25.72852548],[-80.39735144]
[25.7069463],[-80.4298142]
[25.68685945],[-80.38594791]
[26.25634172],[-80.14600011]
[25.74032777],[-80.41055301]
[25.52108381],[-80.40202379]
[25.73446478],[-80.35832618]
[25.93660494],[-80.24357164]
[25.68575541],[-80.41433397]
[25.6897538],[-80.35015274]
[25.54118779],[-80.48754794]
[25.74846783],[-80.34447512]
[26.11314105],[-80.21223971]
[25.5813167],[-80.36524241]
[25.45733724],[-80.44984998]
[25.69052695],[-80.440213]
[25.89938108],[-80.15324202]
[25.99568369],[-80.19096159]
[25.59074714],[-80.45947242]
[25.77782023],[-80.34766465]
[25.88797762],[-80.19454192]
[25.95861806],[-80.16002237]
[25.92481062],[-80.25842922]
[26.20438407],[-80.20385347]
[25.65157954],[-80.4063417]
[25.75384808],[-80.42410374]
[25.48296475],[-80.3713725]
[25.51439686],[-80.42570249]
[25.82462153],[-80.34058461]
[26.03991913],[-80.39365825]
[25.75857474],[-80.24174773]
[25.50880331],[-80.39215304]
[25.59939595],[-80.33911002]
[25.74223782],[-80.22308696]
[25.77941589],[-80.42350298]
[25.70077398],[-80.25639597]
[25.88021414],[-80.21429872]
[25.64532229],[-80.29839384]
[25.66267835],[-80.28795638]
[25.99324009],[-80.20922172]
[25.666999],[-80.32640376]
[25.7864247],[-80.38078051]
[26.25069254],[-80.28277277]
[25.62219689],[-80.31834745]
[25.8215176],[-80.26026991]
[25.78031049],[-80.33238837]
[25.7657623],[-80.23951905]
[25.70845566],[-80.25437511]
[25.53186271],[-80.44747567]
[25.80756166],[-80.37751322]
[25.77088927],[-80.38797396]
[25.87362218],[-80.30985827]
[25.73242312],[-80.36628228]
[25.69864581],[-80.46238904]
[25.585203],[-80.39999612]
[25.72324707],[-80.31202849]
[25.72029742],[-80.3069232]
[26.12077038],[-80.32212699]
[25.78743712],[-80.34838769]
[25.61709028],[-80.36687564]
[25.84509117],[-80.34600238]
[25.83409147],[-80.22731229]
[25.71992006],[-80.28764891]
[25.60210737],[-80.46284304]
[25.70080179],[-80.30352287]
[25.77375631],[-80.31344055]
[25.66957362],[-80.36441967]
[25.75355208],[-80.44708384]
[25.82545892],[-80.21818566]
[25.80651441],[-80.28536633]
[25.53897441],[-80.34756644]
[25.71999513],[-80.34777835]
[26.01849103],[-80.37662139]
[26.05273869],[-80.3463399]
[25.92491512],[-80.26371191]
[25.63678429],[-80.33255709]
[25.67615843],[-80.34648295]
[25.88985131],[-80.20404106]
[25.82365229],[-80.37309826]
[26.09462379],[-80.21387904]
[25.7356012],[-80.29387082]
[25.86509629],[-80.26283026]
[25.86256576],[-80.20300121]
[25.54933712],[-80.46941817]
[25.72777516],[-80.30480218]
[25.64219655],[-80.42785592]
[25.47180965],[-80.4937714]
[25.79723363],[-80.21148693]
[25.92181004],[-80.29109634]
[25.75887512],[-80.25387305]
[25.59050222],[-80.4929124]
[25.57419549],[-80.34846635]
[26.09081643],[-80.27750124]
[25.61448913],[-80.43328839]
[26.02934847],[-80.20674289]
[25.87981229],[-80.31410361]
[25.69492844],[-80.35674881]
[25.54150448],[-80.47516395]
[25.98597717],[-80.23126901]
[25.85866983],[-80.28612661]
[25.81034653],[-80.23227905]
[25.5377201],[-80.44851456]
[25.79694048],[-80.26911502]
[25.73235082],[-80.46293607]
[25.90613632],[-80.37317464]
[25.59849497],[-80.37343923]
[25.90134685],[-80.31932083]
[25.6804505],[-80.39895461]
[25.7463781],[-80.25387113]
[26.05082146],[-80.186182]
[25.85274365],[-80.38388144]
[25.66935286],[-80.39831964]
[25.606853],[-80.48599715]
[25.75004773],[-80.27428292]
[25.56951025],[-80.37602042]
[25.86292908],[-80.29330972]
[25.92373482],[-80.35974167]
[25.54433413],[-80.48962073]
[25.87041186],[-80.33125863]
[25.66868927],[-80.31153815]
[25.76318979],[-80.23848442]
[25.69827614],[-80.25060669]
[25.74905266],[-80.21683809]
[25.66987062],[-80.44604378]
[26.03638245],[-80.28785707]
[25.64401562],[-80.36054336]
[25.62972337],[-80.35199865]
[25.70314817],[-80.42910888]
[25.70985837],[-80.42737142]
[26.01058667],[-80.2010977]
[25.92632167],[-80.28174459]
[25.51606512],[-80.51141531]
[25.69182037],[-80.44526481]
[25.75670381],[-80.30737115]
[25.88818368],[-80.33985464]
[26.07141715],[-80.2667816]
[26.07914014],[-80.31212454]
[25.64258556],[-80.39552526]
[25.86001531],[-80.34187462]
[25.60919838],[-80.42694632]
[25.93976801],[-80.20137263]
[25.92192181],[-80.34172281]
[25.97953653],[-80.40016015]
[25.63988494],[-80.3997642]
[25.79729378],[-80.23375974]
[25.96443459],[-80.2969334]
[26.05350628],[-80.35423948]
[25.63556205],[-80.32539975]
[25.75316448],[-80.27483046]
[25.98281977],[-80.38251743]
[25.9278822],[-80.28068113]
[25.83933503],[-80.32355302]
[25.76907464],[-80.20793241]
[25.96894709],[-80.13842703]
[25.95455955],[-80.35345967]
[25.54432972],[-80.50676096]
[26.00903229],[-80.18537025]
[25.87301959],[-80.17944681]
[25.934928],[-80.28639738]
[25.83040423],[-80.32679891]
[25.5787164],[-80.47284236]
[25.74697066],[-80.40038552]
[25.77187797],[-80.34617934]
[25.90336827],[-80.33513259]
[25.84822675],[-80.35141414]
[25.91294861],[-80.17189191]
[25.63176593],[-80.30108067]
[25.6825036],[-80.33766032]
[25.83416654],[-80.29912007]
[26.06539612],[-80.31537577]
[25.6874188],[-80.41103128]
[25.72420094],[-80.28458315]
[25.60980585],[-80.48928509]
[25.53829406],[-80.48026261]
[25.6888036],[-80.3137589]
[25.7628166],[-80.42187522]
[25.85959764],[-80.35195893]
[25.65543755],[-80.30019809]
[25.81205277],[-80.34628713]
[25.96570219],[-80.17366675]
[25.83540097],[-80.2419821]
[25.74300692],[-80.29229578]
[25.77390483],[-80.19344045]
[25.82629258],[-80.19207678]
[25.69386314],[-80.38771458]
[25.84846462],[-80.3660322]
[25.70533613],[-80.45399038]
[26.0450066],[-80.3821659]
[25.61458051],[-80.40789016]
[25.8605254],[-80.28915269]
[25.92456987],[-80.35110874]
[25.71890675],[-80.33998829]
[25.57061657],[-80.32692869]
[25.58393558],[-80.49497401]
[25.80175522],[-80.24735236]
[25.96238957],[-80.19925901]
[25.91475483],[-80.25331098]
[25.85599488],[-80.20644612]
[25.85436725],[-80.37801756]
[25.68808698],[-80.38366609]
[25.5526274],[-80.47555749]
[25.9582623],[-80.28873495]
[25.83242882],[-80.19687268]
[25.65709861],[-80.39425473]
[25.65954963],[-80.45525902]
[26.03965075],[-80.40008924]
[25.67046089],[-80.30414044]
[25.65151721],[-80.4256041]
[25.64054569],[-80.43655398]
[25.83449055],[-80.36416018]
[25.73479914],[-80.27129349]
[25.86933511],[-80.3512182]
[25.9534523],[-80.33089223]
[25.98228475],[-80.27965239]
[25.97317871],[-80.20374059]
[25.85904459],[-80.36182322]
[26.00141674],[-80.31160885]
[25.6439403],[-80.44226533]
[25.47634408],[-80.38566005]
[25.73178898],[-80.33899469]
[25.65028891],[-80.40691844]
[25.7318075],[-80.30962986]
[25.71826129],[-80.44764458]
[25.53237896],[-80.53480669]
[26.11905164],[-80.14389174]
[26.02320989],[-80.31458737]
[25.73961224],[-80.37429184]
[25.78855498],[-80.13019065]
[25.58297554],[-80.46276495]
[25.79244951],[-80.39794496]
[26.03459296],[-80.33864512]
[25.72608434],[-80.24144501]
[25.81078743],[-80.3767587]
[25.66456475],[-80.41201685]
[25.53201879],[-80.52404933]
[25.75956574],[-80.34051169]
[25.6017401],[-80.35304568]
[25.50519491],[-80.42370186]
[26.06030895],[-80.38676057]
[25.77293182],[-80.3004347]
[25.83494013],[-80.30658178]
[25.65411818],[-80.37421202]
[25.79261311],[-80.2276397]
[25.98930167],[-80.31226063]
[25.91772336],[-80.3690977]
[25.94947284],[-80.35485933]
[25.92771393],[-80.26783287]
[25.84044202],[-80.30107331]
[25.49337503],[-80.37929784]
[25.76764417],[-80.24835811]
[25.63703859],[-80.44962841]
[25.68642899],[-80.41761469]
[25.99068309],[-80.27861772]
[25.66092046],[-80.324413]
[25.56172562],[-80.4705881]
[26.08810759],[-80.21303837]
[25.78079371],[-80.41502176]
[25.67854948],[-80.40964147]
[25.80974457],[-80.32171568]
[25.72493312],[-80.40448866]
[25.50201965],[-80.49768487]
[25.71793152],[-80.46624328]
[25.72173987],[-80.31803806]
[25.69234245],[-80.44491597]
[25.81795915],[-80.27959151]
[26.27461327],[-80.27766303]
[25.78071],[-80.41411543]
[25.69529649],[-80.45898756]
[26.07862048],[-80.32369161]
[26.12467576],[-80.12969899]
[26.02334972],[-80.27377937]
[25.73587479],[-80.22720463]
[25.79377186],[-80.3108377]
[25.60451085],[-80.38373634]
[25.58524564],[-80.38849403]
[25.68957636],[-80.36609713]
[26.02890079],[-80.32909357]
[25.80035785],[-80.33800146]
[25.63018943],[-80.4498358]
[25.76118187],[-80.39304774]
[25.66366869],[-80.32540398]
[25.91203661],[-80.31774208]
[25.89065321],[-80.19038794]
[25.70339338],[-80.45262956]
[25.72351864],[-80.26444337]
[25.8925823],[-80.28456913]
[25.447034],[-80.48194757]
[25.73913896],[-80.30915219]
[25.68795856],[-80.4172727]
[25.66547081],[-80.35858476]
[25.8404386],[-80.22549203]
[25.72819232],[-80.3346362]
[25.89049884],[-80.25806801]
[25.52524885],[-80.47710968]
[25.8135873],[-80.20949387]
[25.62576793],[-80.32129761]
[25.95777156],[-80.28833429]
[25.59145713],[-80.32030252]
[25.75007995],[-80.39878859]
[26.04159455],[-80.38599728]
[25.45587605],[-80.44055242]
[25.98451677],[-80.27167076]
[25.66544417],[-80.38328522]
[25.52660948],[-80.37851944]
[25.54484781],[-80.33482062]
[25.91770315],[-80.31544393]
[25.76970826],[-80.25570441]
[25.98487338],[-80.28948169]
[25.83094432],[-80.30228089]
[25.80850854],[-80.3285189]
[25.78645063],[-80.40868796]
[25.5025078],[-80.4425139]
[25.63955394],[-80.34043358]
[25.64346367],[-80.45058466]
[25.93797447],[-80.21904009]
[25.92038961],[-80.32250223]
[25.91544535],[-80.32820045]
[25.75067492],[-80.20734698]
[25.66809428],[-80.31472638]
[25.43546684],[-80.53516536]
[26.00189883],[-80.22175388]
[25.97233957],[-80.36456659]
[25.6988948],[-80.4502444]
[25.70795439],[-80.30115919]
[26.05522701],[-80.25993548]
[25.74395905],[-80.35931422]
[25.84995657],[-80.30700329]
[25.88257941],[-80.2850739]
[25.57004285],[-80.42891243]
[26.11289303],[-80.27286866]
[25.75348142],[-80.33444986]
[25.73600251],[-80.27086083]
[25.4934927],[-80.45070959]
[26.07736692],[-80.34649678]
[25.88770684],[-80.38488142]
[25.66340395],[-80.3854943]
[25.76598097],[-80.36808013]
[26.05709334],[-80.25009074]
[25.83226374],[-80.39019937]
[25.69419283],[-80.29019304]
[25.81672327],[-80.30166527]
[26.17087394],[-80.19330185]
[25.88628352],[-80.18264296]
[25.83759185],[-80.28870852]
[25.70460509],[-80.27913136]
[25.53294991],[-80.35692025]
[25.87890697],[-80.3513674]
[25.56447392],[-80.50048401]
[25.92273838],[-80.3280167]
[26.10875294],[-80.30372042]
[25.76753145],[-80.36597198]
[25.97127507],[-80.35051623]
[25.72860507],[-80.35407689]
[25.99908261],[-80.35555467]
[25.87615083],[-80.29394809]
[25.50895701],[-80.41197503]
[26.03931161],[-80.18482819]
[25.56669298],[-80.38504316]
[25.75539325],[-80.22294163]
[25.63516468],[-80.36097997]
[25.68611922],[-80.42468159]
[25.85010911],[-80.36336538]
[25.993643],[-80.24489838]
[25.77824378],[-80.35470196]
[25.64331646],[-80.41388841]
[26.07130803],[-80.36910976]
[25.72277098],[-80.24925027]
[25.75585385],[-80.30885174]
[25.6671493],[-80.36374832]
[25.87875268],[-80.24685885]
[25.66123087],[-80.40359819]
[25.73866657],[-80.29160927]
[25.60505441],[-80.35870216]
[25.67133453],[-80.40742215]
[25.61986022],[-80.34619885]
[26.06489388],[-80.36706984]
[25.85085136],[-80.20154298]
[25.9994235],[-80.39905729]
[25.80786349],[-80.37804613]
[26.10163933],[-80.39187228]
[25.49070361],[-80.46583651]
[25.62331364],[-80.3482109]
[25.69636975],[-80.454696]
[25.95303274],[-80.13864125]
[25.58483161],[-80.38396273]
[25.80923839],[-80.37416269]
[25.66205825],[-80.46140588]
[25.80982447],[-80.2497026]
[25.4909987],[-80.47295771]
[25.98229479],[-80.18910029]
[25.62985517],[-80.43199148]
[25.68081498],[-80.47668126]
[25.60657029],[-80.38011423]
[25.72102619],[-80.24681106]
[25.67492062],[-80.43497567]
[25.72145754],[-80.45830948]
[25.96148873],[-80.35668027]
[25.70952372],[-80.30778088]
[25.69363053],[-80.25840473]
[25.80495889],[-80.34476225]
[25.97672775],[-80.28878115]
